Speaker_1	Speaker_2	Personality	Utterance_1	Utterance_2	Utterance_3	Emotion_1	Emotion_2	Emotion_3	Sentiment_1	Sentiment_2	Sentiment_3
Phoebe	Phoebe Sr.	[0.6, 0.48, 0.31, 0.46, 0.56]	Well umm, do you wanna get something to eat? I m kinda hungry.	Hey! Me too!	All right, stop it. Now you re just doing it to freak me out.	neutral	surprise	sadness	neutral	positive	negative
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	Oh my God! That guy at the counter is totally checking you out!	Really?  My God, he s really cute.	Go for it.	surprise	surprise	neutral	positive	positive	neutral
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	Really?  My God, he s really cute.	Go for it.	Phoebe, I m engaged!	surprise	neutral	surprise	positive	neutral	positive
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	Go for it.	Phoebe, I m engaged!	I m just saying, get his number just in case.	neutral	surprise	neutral	neutral	positive	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	Hey.	Chandler. I sensed it was you.	What?!	neutral	neutral	surprise	neutral	neutral	positive
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	Chandler. I sensed it was you.	What?!	Unagi. I m always aware.	neutral	surprise	neutral	neutral	positive	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	What?!	Unagi. I m always aware.	Okay, are you aware unagi  is an eel?	surprise	neutral	joy	positive	neutral	positive
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	Unagi. I m always aware.	Okay, are you aware unagi  is an eel?	What s up?	neutral	joy	neutral	neutral	positive	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	Okay, are you aware unagi  is an eel?	What s up?	I can t figure out what to make Monica.	joy	neutral	neutral	positive	neutral	neutral
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	What s up?	I can t figure out what to make Monica.	Oh, why don t you make her one of your little jokes.	neutral	neutral	anger	neutral	neutral	negative
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	I can t figure out what to make Monica.	Oh, why don t you make her one of your little jokes.	I m going crazy! Okay? Do you have any thing around here that looks homemade?	neutral	anger	fear	neutral	negative	negative
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	Oh, why don t you make her one of your little jokes.	I m going crazy! Okay? Do you have any thing around here that looks homemade?	Y know what?	anger	fear	neutral	negative	negative	neutral
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	I made it in the sixth grade.	Yeah, I guess I could use that. I could say that your love sends me to the moon.	Yeah-yeah, except Apollo 8 didn t actually land on the moon.	neutral	neutral	neutral	neutral	neutral	neutral
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	But you-you-you could write that umm, your love lets me orbit the moon twice and return safely.	Wait a minute, I can t give this to her.	Why not?	joy	neutral	neutral	positive	neutral	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	Wait a minute, I can t give this to her.	Why not?	"Because it says ""Captain Ross"" on the side and ""I hate Monica"" on the bottom."	neutral	neutral	neutral	neutral	neutral	neutral
Monica	Janice	[0.713, 0.457, 0.457, 0.66, 0.511]	He might still show up.	Oh, what are you, stupid? It s been three hours.	Is that all?	neutral	anger	neutral	neutral	negative	neutral
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	Come here to me. No-no, you come here to me.	Hey Ross! I brought reinforcements.	Oh great! What, you brought Joey?	neutral	joy	joy	neutral	positive	positive
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Hey Ross! I brought reinforcements.	Oh great! What, you brought Joey?	Well, I brought the next best thing.	joy	joy	neutral	positive	positive	neutral
Rachel	Katie	[0.635, 0.354, 0.521, 0.552, 0.469]	Whoa!  Y'know what Katie? I gotta tell ya I-I-I-I think you are the one who is too much.	Ohh, Joey has the nicest friends!	Ohh, and the nicest girlfriend!	surprise	joy	joy	positive	positive	positive
Rachel	Katie	[0.635, 0.354, 0.521, 0.552, 0.469]	Ohh, and the nicest girlfriend!	You're so sweet!	Ohh, you're so sweet!	joy	joy	joy	positive	positive	positive
Joey	Katie	[0.574, 0.614, 0.297, 0.545, 0.455]	Huh.	Well? Aren't you gonna do something?	Uhh .	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Katie	[0.574, 0.614, 0.297, 0.545, 0.455]	Uhh .	You'd better do something, or I'm gonna walk out that door right now! Well? Are you gonna?	Nah.	neutral	anger	neutral	neutral	negative	neutral
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	How could you pick up a hitchhiker?! He could be a rape , a rapist or a killer or something!	Don t you think I asked him that before he got in?!	Y know what? I m not talking to you! You go back to sleep!  And you, are you a rapist?!	fear	surprise	anger	negative	positive	negative
Phoebe	Hitchhiker	[0.6, 0.48, 0.31, 0.46, 0.56]	Y know what? I m not talking to you! You go back to sleep!  And you, are you a rapist?!	No!	Do you like car games?	anger	anger	neutral	negative	negative	neutral
Phoebe	Hitchhiker	[0.6, 0.48, 0.31, 0.46, 0.56]	Do you like car games?	Yeah, y know the license plate game?	I	neutral	neutral	neutral	neutral	neutral	neutral
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	I	Ooh, I ll play! I ll play!	No-No! You need your sleep. Night-night! Shh!	neutral	joy	anger	neutral	positive	negative
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	Paper cut!	Now, have you told anyone else?	No, I don t want to tell anybody else because I don t want Monica to find out.	sadness	neutral	neutral	negative	neutral	neutral
Phoebe	Chandler	[0.6, 0.48, 0.31, 0.46, 0.56]	Now, have you told anyone else?	No, I don t want to tell anybody else because I don t want Monica to find out.	You told me.	neutral	neutral	surprise	neutral	neutral	positive
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	No, I don t want to tell anybody else because I don t want Monica to find out.	You told me.	Well, it s because I trust you, you re one of my best friends, and you walked in on me when I was looking at ring brochures.	neutral	surprise	anger	neutral	positive	negative
Phoebe	Chandler	[0.6, 0.48, 0.31, 0.46, 0.56]	You told me.	Well, it s because I trust you, you re one of my best friends, and you walked in on me when I was looking at ring brochures.	Yeah well, once again not knocking pays off. I only wish you hadn t been on the toilet.	surprise	anger	surprise	positive	negative	positive
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	Well, it s because I trust you, you re one of my best friends, and you walked in on me when I was looking at ring brochures.	Yeah well, once again not knocking pays off. I only wish you hadn t been on the toilet.	Me too.	anger	surprise	neutral	negative	positive	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Me too.	Hey.	Hey.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	Hey.	Hey! So Chandler, wanna go to the coffeehouse?	Oh all right.	neutral	joy	neutral	neutral	positive	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	Oh all right.	Oh perfect, we were just gonna see if you wanted to go.	Oh well, we don t because we got the other pl-place.	neutral	neutral	neutral	neutral	neutral	neutral
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	Oh perfect, we were just gonna see if you wanted to go.	Oh well, we don t because we got the other pl-place.	How rude.	neutral	neutral	disgust	neutral	neutral	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!	What?	The ring is gone!	surprise	surprise	surprise	positive	positive	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	What?	The ring is gone!	Ugh.	surprise	surprise	disgust	positive	positive	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	I wake up this morning, the stripper s gone and the ring is gone!	You slept with the stripper?	Of course!!	fear	surprise	fear	negative	positive	negative
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	Uh, Rachel's here, so good luck man, let me know how it works out.	Oh, Joey, I have such a problem!	Oh well, you're timing couldn't be better. I am putting out fires all over the place.	anger	fear	neutral	negative	negative	neutral
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh, Joey, I have such a problem!	Oh well, you're timing couldn't be better. I am putting out fires all over the place.	Okay. Okay. Okay. Joey, I have	fear	neutral	neutral	negative	neutral	neutral
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	Oh well, you're timing couldn't be better. I am putting out fires all over the place.	Okay. Okay. Okay. Joey, I have	What-what is it, what is it?	neutral	neutral	neutral	neutral	neutral	neutral
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Okay. Okay. Okay. Joey, I have	What-what is it, what is it?	Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.	neutral	neutral	surprise	neutral	neutral	positive
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	What-what is it, what is it?	Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.	Oh no, no-no-no-no! I don't want to know!	neutral	surprise	fear	neutral	positive	negative
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.	Oh no, no-no-no-no! I don't want to know!	Yes! Yes! Yes, you do want to know! This is unbelievable!	surprise	fear	anger	positive	negative	negative
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	Oh no, no-no-no-no! I don't want to know!	Yes! Yes! Yes, you do want to know! This is unbelievable!	I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!	fear	anger	disgust	negative	negative	negative
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Yes! Yes! Yes, you do want to know! This is unbelievable!	I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!	What? What secrets? You know secrets? What are they?	anger	disgust	surprise	negative	negative	positive
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!	What? What secrets? You know secrets? What are they?	And you're not supposed to be gossiping!!	disgust	surprise	disgust	negative	positive	negative
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	What? What secrets? You know secrets? What are they?	And you're not supposed to be gossiping!!	I know, I know! I just can't keep this one in, so I pick up the phone	surprise	disgust	fear	positive	negative	negative
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	And you're not supposed to be gossiping!!	I know, I know! I just can't keep this one in, so I pick up the phone	I'm not listening to you!	disgust	fear	anger	negative	negative	negative
Joey	The Interviewer	[0.574, 0.614, 0.297, 0.545, 0.455]	I ll take those to go.  For the kids.	Oh, I know what I wanted to ask you. You were on the show years ago and then they killed you off. What happened there?	It was so stupid, I said some stuff in an interview that I shouldn t have said.	neutral	neutral	anger	neutral	neutral	negative
Joey	The Interviewer	[0.574, 0.614, 0.297, 0.545, 0.455]	But believe me, that s not gonna happen today.	Understood. So, what d you say back then?	Well, I said that I	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	Whoa-whoa, Treeger made you cry?	Yes! And he said really mean things that were only partly true.	I m gonna go down there and teach that guy a lesson.	surprise	sadness	anger	positive	negative	negative
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	Oh yeah, gym member. I try to go four times a week, but I ve missed the last 1200 times.	So why don t you quit?	You don t think I ve tried? You think I	neutral	neutral	joy	neutral	neutral	positive
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	So why don t you quit?	You don t think I ve tried? You think I	Who is Maria?	neutral	joy	neutral	neutral	positive	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	You don t think I ve tried? You think I	Who is Maria?	Oh Maria. You can t say no to her, she s like this lycra spandex covered gym treat.	joy	neutral	joy	positive	neutral	positive
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	Who is Maria?	Oh Maria. You can t say no to her, she s like this lycra spandex covered gym treat.	You need me to go down there with you and hold your hand?	neutral	joy	neutral	neutral	positive	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	Oh Maria. You can t say no to her, she s like this lycra spandex covered gym treat.	You need me to go down there with you and hold your hand?	No!	joy	neutral	anger	positive	neutral	negative
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	You need me to go down there with you and hold your hand?	No!	So you re strong enough to face her on your own?	neutral	anger	neutral	neutral	negative	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	No!	So you re strong enough to face her on your own?	Oh no, you ll have to come.	anger	neutral	fear	negative	neutral	negative
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	Pheebs!	Hey!	Listen, you know how uh, when you re wearing pants and you lean forward I check out your underwear?	joy	joy	neutral	positive	positive	neutral
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	Hey!	Listen, you know how uh, when you re wearing pants and you lean forward I check out your underwear?	Yeah!	joy	neutral	neutral	positive	neutral	neutral
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	Listen, you know how uh, when you re wearing pants and you lean forward I check out your underwear?	Yeah!	Well, when Jake did it I saw that he was wearing women s underwear!	neutral	neutral	surprise	neutral	neutral	positive
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	Yeah!	Well, when Jake did it I saw that he was wearing women s underwear!	I know. They were mine.	neutral	surprise	neutral	neutral	positive	neutral
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	Well, when Jake did it I saw that he was wearing women s underwear!	I know. They were mine.	Oh.  No! No wait, that s weird!	surprise	neutral	disgust	positive	neutral	negative
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	I know. They were mine.	Oh.  No! No wait, that s weird!	No, it s not! We were just goofing around and I dared him to try them on.	neutral	disgust	neutral	neutral	negative	neutral
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	Oh.  No! No wait, that s weird!	No, it s not! We were just goofing around and I dared him to try them on.	That s weird!	disgust	neutral	disgust	negative	neutral	negative
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	No, it s not! We were just goofing around and I dared him to try them on.	That s weird!	I m wearing his briefs right now.	neutral	disgust	neutral	neutral	negative	neutral
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	That s weird!	I m wearing his briefs right now.	That s kinda hot.	disgust	neutral	surprise	negative	neutral	positive
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	I think so too. And that little flap? Great for holding my lipstick.	Yeah, I wouldn t know about that.	And! Y know what Jake says? That women s underwear is actually more comfortable. And he loves the way the silk feels against his skin.	joy	neutral	joy	positive	neutral	positive
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	Yeah well next thing you know, he ll be telling you that your high heels are good for his posture!	There is nothing wrong with Jake! Okay? He is all man! I m thinking even more than you.	Oh yeah, he looked like a real lumberjack in those pink lacys.	disgust	neutral	disgust	negative	neutral	negative
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	There is nothing wrong with Jake! Okay? He is all man! I m thinking even more than you.	Oh yeah, he looked like a real lumberjack in those pink lacys.	I m just saying that only a man completely secure with his masculinity could walk around in women s underwear!	neutral	disgust	neutral	neutral	negative	neutral
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	I don t think you could ever do that.	Hey! I	Okay, whatever.	neutral	neutral	disgust	neutral	neutral	negative
